request_id,traffic_class,fairness_id,objective,max_tokens,scheduled_at_s,sent_at_s,launch_lag_s,http_status,outcome,drop_reason,retry_after,ttft_s,e2e_s,mean_itl_s,completion_tokens,error
123,standard,noisy-tenant,standard-traffic,96,10.25,10.25030890898779,0.00030890898779034615,429,rejected,rejected-saturated,,,0.0037447642534971237,,0,inference error: ResourceExhausted - request rejected pre-queue: queue at capacity
124,standard,noisy-tenant,standard-traffic,96,10.333333333333334,10.333702618256211,0.00036928492287735537,429,rejected,rejected-saturated,,,0.00403121393173933,,0,inference error: ResourceExhausted - request rejected pre-queue: queue at capacity
125,standard,quiet-tenant,standard-traffic,96,10.416666666666666,10.417108367197216,0.00044170053054948255,429,rejected,rejected-saturated,,,0.0035554328933358192,,0,inference error: ResourceExhausted - request rejected pre-queue: queue at capacity
126,standard,noisy-tenant,standard-traffic,96,10.5,10.500395155977458,0.00039515597745776176,429,rejected,rejected-saturated,,,0.003806343302130699,,0,inference error: ResourceExhausted - request rejected pre-queue: queue at capacity
127,standard,noisy-tenant,standard-traffic,96,10.583333333333334,10.583746945019811,0.0004136116864774664,429,rejected,rejected-saturated,,,0.008142607286572456,,0,inference error: ResourceExhausted - request rejected pre-queue: queue at capacity
128,standard,noisy-tenant,standard-traffic,96,10.666666666666666,10.667120673228055,0.0004540065613891642,200,completed,,,2.461561603937298,4.551902343984693,0.0224701305250487,96,
129,standard,noisy-tenant,standard-traffic,96,10.75,10.750307352282107,0.0003073522821068764,200,completed,,,2.5570165938697755,4.630266636610031,0.022282959808224954,96,
130,standard,noisy-tenant,standard-traffic,96,10.833333333333334,10.8336171512492,0.0002838179158661802,200,completed,,,2.5594124658964574,4.636122771073133,0.0223206180117784,96,
131,standard,noisy-tenant,standard-traffic,96,10.916666666666666,10.917050970252603,0.0003843035859372179,429,rejected,rejected-saturated,,,0.004073434043675661,,0,inference error: ResourceExhausted - request rejected pre-queue: queue at capacity
132,standard,noisy-tenant,standard-traffic,96,11.0,11.000350958202034,0.000350958202034235,200,completed,,,2.4806966818869114,4.573227071668953,0.02249740849259079,96,
133,standard,noisy-tenant,standard-traffic,96,11.083333333333334,11.085724548902363,0.0023912155690286596,200,completed,,,2.46300567407161,4.549611789174378,0.0224180083261222,96,
134,standard,noisy-tenant,standard-traffic,96,11.166666666666666,11.167137896176428,0.0004712295097615282,200,completed,,,2.4695184901356697,4.551345109939575,0.022381473117337753,96,
135,standard,quiet-tenant,standard-traffic,96,11.25,11.250308624003083,0.0003086240030825138,200,completed,,,0.14738287031650543,2.231507936026901,0.022406882210885003,96,
136,standard,noisy-tenant,standard-traffic,96,11.333333333333334,11.33370829327032,0.0003749599369857748,200,completed,,,2.4117491859942675,4.492848634719849,0.022375273643442058,96,
137,standard,noisy-tenant,standard-traffic,96,11.416666666666666,11.41733339196071,0.0006667252940442125,200,completed,,,2.4920031311921775,4.562693580053747,0.02225445955991745,96,
138,standard,noisy-tenant,standard-traffic,96,11.5,11.500395440962166,0.0003954409621655941,429,rejected,rejected-saturated,,,0.003812533337622881,,0,inference error: ResourceExhausted - request rejected pre-queue: queue at capacity
139,standard,noisy-tenant,standard-traffic,96,11.583333333333334,11.58365308912471,0.0003197557913754423,200,completed,,,2.408078072126955,4.486340178176761,0.022309631319536317,96,
140,standard,noisy-tenant,standard-traffic,96,11.666666666666666,11.667038278188556,0.0003716115218903582,200,completed,,,2.455777735915035,4.513497872743756,0.022604848636866928,96,
141,standard,noisy-tenant,standard-traffic,96,11.75,11.751587618142366,0.0015876181423664093,200,completed,,,2.3764528408646584,4.447855681180954,0.022268467838124882,96,
142,standard,noisy-tenant,standard-traffic,96,11.833333333333334,11.833620245102793,0.00028691176945905283,200,completed,,,2.428590551018715,4.503164343070239,0.022294388182701602,96,
143,standard,noisy-tenant,standard-traffic,96,11.916666666666666,11.917027624323964,0.0003609576572980444,200,completed,,,3.1146489256061614,5.192698459606618,0.022342157249729478,96,
144,standard,noisy-tenant,standard-traffic,96,12.0,12.000326893292367,0.00032689329236745834,200,completed,,,2.9660713258199394,5.03951436560601,0.02229207009577783,96,
145,standard,quiet-tenant,standard-traffic,96,12.083333333333334,12.083667301107198,0.0003339677738640745,200,completed,,,0.7557158637791872,2.837455974891782,0.022360273000974488,96,
146,standard,noisy-tenant,standard-traffic,96,12.166666666666666,12.167166369967163,0.0004997033004965346,429,rejected,rejected-saturated,,,0.005201475229114294,,0,inference error: ResourceExhausted - request rejected pre-queue: queue at capacity
147,standard,noisy-tenant,standard-traffic,96,12.25,12.251672650221735,0.001672650221735239,429,rejected,rejected-saturated,,,0.0038565737195312977,,0,inference error: ResourceExhausted - request rejected pre-queue: queue at capacity
148,standard,noisy-tenant,standard-traffic,96,12.333333333333334,12.333732257131487,0.00039892379815320567,429,rejected,rejected-saturated,,,0.0040282439440488815,,0,inference error: ResourceExhausted - request rejected pre-queue: queue at capacity
149,standard,noisy-tenant,standard-traffic,96,12.416666666666666,12.416989386081696,0.0003227194150294821,429,rejected,rejected-saturated,,,0.003596073016524315,,0,inference error: ResourceExhausted - request rejected pre-queue: queue at capacity
150,standard,noisy-tenant,standard-traffic,96,12.5,12.500338945072144,0.00033894507214426994,429,rejected,rejected-saturated,,,0.003930963110178709,,0,inference error: ResourceExhausted - request rejected pre-queue: queue at capacity
151,standard,noisy-tenant,standard-traffic,96,12.583333333333334,12.583684572950006,0.00035123961667160586,429,rejected,rejected-saturated,,,0.0035753841511905193,,0,inference error: ResourceExhausted - request rejected pre-queue: queue at capacity
152,standard,noisy-tenant,standard-traffic,96,12.666666666666666,12.667040782049298,0.0003741153826322119,429,rejected,rejected-saturated,,,0.0049890149384737015,,0,inference error: ResourceExhausted - request rejected pre-queue: queue at capacity
